W,P,T,G,H,Kc_mean,vp_std,ohmic_loss_mean,S11_max,S21_mean,bandwidth_estimate,sim_time,success,failure_reason,raw_files,metadata,Kc_TM21_mean,sync_error,vp_TM21_std,mode_ratio,f_TM21_ghz,f_fund_ghz,stage,problem_name,is_feasible,neg_Kc_mean
3.1372695207595824,0.8667484402656556,0.32975246310234074,0.29368748545646667,0.6498585283756256,5.036608372092652,0.18,0.10684942372506409,-11.58570210182642,-1.960091650908915,4.1,0.00010250000000011639,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['manufacturing_risk']}",5.036608372092652,0.18,0.01748614683187544,1.3862390569991234,88.33562345423776,83.44631981867417,initial,DSG_W_Band_BWO,True,-5.036608372092652
3.5797207355499268,0.7297589480876923,0.2537988913059235,0.12937321878969668,0.5894597858190537,5.762450727143479,0.18,0.09581739496949165,-10.97956116097484,-1.8195399072878071,4.1,0.00014380000000002724,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['manufacturing_risk']}",5.762450727143479,0.18,0.0211128727445806,1.4429385564424864,112.87704877480634,104.6157475748739,initial,DSG_W_Band_BWO,True,-5.762450727143479
3.3765642166137697,0.8240586161613465,0.3653223526477814,0.23826363801956174,0.482756819576025,4.256807650813171,0.05505474860838831,0.10606399420071054,-17.77044953937542,-1.9335107302126255,10.971988826538643,0.00011260000000001824,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",4.256807650813171,0.05505474860838831,0.011978285631924959,1.401953620393205,101.57248462308276,95.22530957816787,initial,DSG_W_Band_BWO,True,-4.256807650813171
2.934173798561096,0.7856836140155792,0.28936813175678255,0.1779294490814209,0.6825868785381317,7.765724200552344,0.03734518278137723,0.09989406896170441,-18.925226930796008,-1.9277432066682187,11.0,8.549999999996061e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'mode_competition_risk']}",7.765724200552344,0.03734518278137723,0.010953753737055129,1.2955258362367656,99.09046454356098,93.07403512588506,initial,DSG_W_Band_BWO,True,-7.765724200552344
2.8936891734600065,0.8360218644142151,0.23329937398433687,0.1934237176179886,0.7142673075199127,7.2161580258790154,0.18,0.11134223929328443,-14.876284007195908,-1.945407151221001,4.075009591760898,8.010000000036044e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'beam_tunnel_narrow', 'mode_competition_risk', 'manufacturing_risk']}",7.2161580258790154,0.18,0.011612194473253762,1.1875047958804488,82.52032685689427,76.99627513660985,initial,DSG_W_Band_BWO,True,-7.2161580258790154
3.2486894130706787,0.7730374813079833,0.35424275875091554,0.22282589435577393,0.5203520849347114,5.791426390703392,0.18,0.09865494101286526,-17.980642699301857,-1.764253507657778,4.1,7.830000000019766e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.791426390703392,0.18,0.011953520729555774,1.3860652159186053,112.12006010747561,106.19154085817277,initial,DSG_W_Band_BWO,True,-5.791426390703392
3.2925416149052342,0.8016368822342446,0.30470523999980287,0.21636505848285148,0.6197818544584313,7.985485298238845,0.01833606470743058,0.08100281379780735,-19.5058704203854,-1.5041238086955122,11.0,7.909999999977657e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",7.985485298238845,0.01833606470743058,0.009443226606739602,1.499078582190827,100.21239818115778,92.67257136126099,initial,DSG_W_Band_BWO,True,-7.985485298238845
3.23705321666847,0.7939332706604684,0.28532822086790594,0.20541683210518308,0.5877129717708276,8.091988361485885,0.02964671513202816,0.07903582149099128,-19.369431431208184,-1.3790537571638302,11.0,7.849999999987034e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",8.091988361485885,0.02964671513202816,0.007071760051177358,1.5377352986845736,100.69292084050953,93.69549403121975,initial,DSG_W_Band_BWO,True,-8.091988361485885
3.252943031391941,0.8033800711688125,0.2892677613360509,0.2038552437849127,0.6170203313953071,8.531219959790524,0.06199092856051738,0.08538966905325068,-19.641089450220882,-1.6607087075987377,10.590498929171543,7.899999999994023e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",8.531219959790524,0.06199092856051738,0.007278199109644639,1.5329997235733808,97.9501796126024,90.67995489409124,initial,DSG_W_Band_BWO,True,-8.531219959790524
3.2113612874420077,0.7874788944328468,0.3037775375952927,0.20514082454798685,0.6197828970234346,8.007041557558606,0.09260156767508582,0.0838050673685244,-19.682107502233425,-1.5505146904113492,8.90691377787028,7.749999999973056e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",8.007041557558606,0.09260156767508582,0.008243998951123543,1.5020723097915234,103.27450528053006,96.3332964350697,initial,DSG_W_Band_BWO,True,-8.007041557558606
3.3409374840557575,0.8539668129757046,0.39948183091357353,0.19807647736743092,0.7209132201969624,5.914194203405438,0.18,0.10788374613712187,-16.115400888977774,-1.742107690261032,4.1,0.00021990000000027266,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high']}",5.914194203405438,0.18,0.014182658072896344,1.3834440686796317,92.35657169990415,85.0871435134484,bo_iter_1,DSG_W_Band_BWO,True,-5.914194203405438
3.312918270379305,0.8433411108329892,0.27227654539048673,0.231999045163393,0.4975409391336143,5.840524028795139,0.18,0.10593252242963705,-18.48855590626143,-2.010916529013755,4.1,0.00010909999999952902,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.840524028795139,0.18,0.013503530324997954,1.3735749713751697,90.07715178980703,84.53274358656006,bo_iter_1,DSG_W_Band_BWO,True,-5.840524028795139
3.0093822598457334,0.7304980840533971,0.2925889513082802,0.261562855001539,0.7313295001164078,6.65494716764741,0.18,0.12711308955221023,-17.357823317104906,-2.4597104076788425,3.924330852228029,0.00023039999999951988,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'mode_competition_risk']}",6.65494716764741,0.18,0.022660459721654636,1.1121654261140146,113.65890771538724,108.84890655364774,bo_iter_2,DSG_W_Band_BWO,True,-6.65494716764741
3.382032140344381,0.8569461427628994,0.2822267412021756,0.19832066416740418,0.749160932097584,6.76476130964845,0.18,0.11144983999162135,-15.46353035132692,-1.8046356939686001,4.1,0.00012710000000026866,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'mode_competition_risk']}",6.76476130964845,0.18,0.01511515932871,1.3578574816187423,83.80986966508492,75.76405074984349,bo_iter_2,DSG_W_Band_BWO,True,-6.76476130964845
3.2628436125814915,0.8372741410508752,0.24718692656606436,0.22310857605189083,0.6377219810150564,7.952605775170749,0.18,0.09190427180875334,-18.076696591039408,-1.5221960160221504,4.1,0.0002060999999997648,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['beam_tunnel_narrow', 'mode_competition_risk']}",7.952605775170749,0.18,0.010646740360715754,1.3811224059407925,87.78550313322255,81.37730356613847,bo_iter_3,DSG_W_Band_BWO,True,-7.952605775170749
2.9229268737137315,0.7070161055773496,0.348276417478919,0.2857660461589694,0.6303447106853127,,,,,,,7.019999999968718e-05,False,mock_dsg_solver_instability,,{},,,,,,,bo_iter_3,DSG_W_Band_BWO,False,
3.160464432835579,0.8928701480850578,0.29886940054595473,0.17146727817133067,0.7291143259964883,7.179734638538859,0.18,0.11195652843321453,-13.358984328876057,-1.982041477425461,4.1,0.00020350000000135537,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'mode_competition_risk']}",7.179734638538859,0.18,0.022667015991005412,1.3261263477915475,76.17384802925696,70.01528026024248,bo_iter_4,DSG_W_Band_BWO,True,-7.179734638538859
3.486175040900707,0.8192925654351711,0.2504154014773667,0.2663889503292739,0.731320761423558,5.929896759156343,0.18,0.12128248929909312,-15.871035352631045,-2.20375890733641,4.1,0.00011479999999863821,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'mode_competition_risk']}",5.929896759156343,0.18,0.01322605117598478,1.2790511241133433,93.03968980810528,84.73650838366235,bo_iter_4,DSG_W_Band_BWO,True,-5.929896759156343
2.91408554688096,0.7619492702186107,0.26833393014967444,0.2975246637314558,0.5498908496461808,5.432079004406491,0.18,0.10920759061512234,-17.37943391233578,-2.0783834120303255,4.033253150271006,0.00019660000000065736,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['mode_competition_risk', 'manufacturing_risk']}",5.432079004406491,0.18,0.014519189745470649,1.166626575135503,108.9275384296107,105.27927675945656,bo_iter_5,DSG_W_Band_BWO,True,-5.432079004406491
3.480598007142544,0.7838605578988791,0.23180536864325405,0.22270858777686953,0.7454072317108512,6.448323670199827,0.03484765349985988,0.11936651881780144,-17.89581118681402,-2.1638386251597868,11.0,0.0001390000000007774,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'beam_tunnel_narrow', 'mode_competition_risk', 'manufacturing_risk']}",6.448323670199827,0.03484765349985988,0.01421135002453724,1.4084259548562064,99.23785383946584,90.25957276303775,bo_iter_5,DSG_W_Band_BWO,True,-6.448323670199827
